Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Sector
2023-01-02,851.75,853.510009765625,841.7999877929688,847.010009765625,830.2246704101562,663630,DRREDDY,Pharma
2023-01-03,847.760009765625,851.6199951171875,843.219970703125,847.6699829101562,830.8715209960938,810895,DRREDDY,Pharma
2023-01-04,847.0,852.0,844.260009765625,850.7000122070312,833.8414916992188,832835,DRREDDY,Pharma
2023-01-05,853.0,860.77001953125,848.2999877929688,859.5,842.4671020507812,994925,DRREDDY,Pharma
2023-01-06,859.9000244140625,863.8599853515625,851.8200073242188,854.3499755859375,837.4191284179688,630680,DRREDDY,Pharma
2023-01-09,858.6300048828125,867.989990234375,855.030029296875,866.7999877929688,849.6224365234375,830195,DRREDDY,Pharma
2023-01-10,864.0,869.6599731445312,856.7899780273438,857.739990234375,840.741943359375,1170765,DRREDDY,Pharma
2023-01-11,860.989990234375,864.0,848.8800048828125,852.3800048828125,835.4882202148438,1273265,DRREDDY,Pharma
2023-01-12,854.989990234375,864.4000244140625,848.4199829101562,862.1199951171875,845.0352172851562,1280325,DRREDDY,Pharma
2023-01-13,864.7999877929688,868.3400268554688,858.0,864.0800170898438,846.9564208984375,1234630,DRREDDY,Pharma
2023-01-16,867.9400024414062,870.5499877929688,858.010009765625,865.2100219726562,848.06396484375,446555,DRREDDY,Pharma
2023-01-17,867.7899780273438,871.9600219726562,861.1199951171875,870.3499755859375,853.10205078125,778125,DRREDDY,Pharma
2023-01-18,870.3499755859375,878.989990234375,868.4000244140625,872.8699951171875,855.5721435546875,1318465,DRREDDY,Pharma
2023-01-19,872.969970703125,876.6300048828125,863.3099975585938,866.4400024414062,849.2695922851562,1242455,DRREDDY,Pharma
2023-01-20,866.3900146484375,876.2100219726562,856.0,870.1199951171875,852.8766479492188,1182675,DRREDDY,Pharma
2023-01-23,871.989990234375,873.0900268554688,863.8699951171875,867.5700073242188,850.377197265625,770265,DRREDDY,Pharma
2023-01-24,868.2000122070312,870.9600219726562,847.4000244140625,850.5499877929688,833.6944580078125,1320270,DRREDDY,Pharma
2023-01-25,852.0,853.780029296875,835.02001953125,840.1900024414062,823.5397338867188,1470210,DRREDDY,Pharma
2023-01-27,856.0,876.1799926757812,850.6699829101562,862.7999877929688,845.7017211914062,4781440,DRREDDY,Pharma
2023-01-30,863.989990234375,867.8900146484375,856.989990234375,865.760009765625,848.6030883789062,1873685,DRREDDY,Pharma
2023-01-31,869.0,875.3400268554688,858.6599731445312,864.8300170898438,847.6915283203125,3159705,DRREDDY,Pharma
2023-02-01,868.2000122070312,876.0,862.0499877929688,870.2999877929688,853.0531005859375,2027270,DRREDDY,Pharma
2023-02-02,862.5999755859375,875.8099975585938,858.3099975585938,874.02001953125,856.6994018554688,1946775,DRREDDY,Pharma
2023-02-03,875.0,885.97998046875,863.6400146484375,871.6699829101562,854.3959350585938,1874895,DRREDDY,Pharma
2023-02-06,876.030029296875,876.030029296875,857.0,869.9099731445312,852.6708374023438,1516105,DRREDDY,Pharma
2023-02-07,876.1300048828125,893.6500244140625,872.0499877929688,888.0499877929688,870.4513549804688,2987405,DRREDDY,Pharma
2023-02-08,890.0,899.3200073242188,886.530029296875,897.5599975585938,879.7728881835938,1196855,DRREDDY,Pharma
2023-02-09,888.7999877929688,905.9099731445312,886.719970703125,897.5,879.714111328125,2054810,DRREDDY,Pharma
2023-02-10,898.7899780273438,901.0,886.510009765625,899.9199829101562,882.0861206054688,685110,DRREDDY,Pharma
2023-02-13,901.6199951171875,911.47998046875,900.02001953125,904.9400024414062,887.0066528320312,1872775,DRREDDY,Pharma
2023-02-14,909.0,912.7999877929688,900.1300048828125,907.6799926757812,889.6923217773438,1202135,DRREDDY,Pharma
2023-02-15,909.5999755859375,912.6400146484375,900.8400268554688,903.969970703125,886.0558471679688,1283685,DRREDDY,Pharma
2023-02-16,908.489990234375,909.969970703125,901.8900146484375,903.8599853515625,885.947998046875,1352330,DRREDDY,Pharma
2023-02-17,900.239990234375,907.0,892.7000122070312,902.0700073242188,884.1935424804688,1056035,DRREDDY,Pharma
2023-02-20,904.0,907.7100219726562,893.6900024414062,894.9600219726562,877.2244262695312,761745,DRREDDY,Pharma
2023-02-21,900.8599853515625,900.8599853515625,891.760009765625,897.22998046875,879.4494018554688,791630,DRREDDY,Pharma
2023-02-22,897.3800048828125,904.0399780273438,893.8800048828125,895.3400268554688,877.596923828125,882305,DRREDDY,Pharma
2023-02-23,895.219970703125,903.0,888.2000122070312,889.9199829101562,872.2842407226562,1187840,DRREDDY,Pharma
2023-02-24,892.97998046875,902.0,888.3599853515625,898.219970703125,880.4197387695312,1764830,DRREDDY,Pharma
2023-02-27,898.219970703125,898.219970703125,871.0,884.2000122070312,866.6776123046875,1370570,DRREDDY,Pharma
2023-02-28,887.7999877929688,887.7999877929688,860.0,863.3200073242188,846.21142578125,2699875,DRREDDY,Pharma
2023-03-01,863.2899780273438,871.4299926757812,859.4000244140625,868.8400268554688,851.6220092773438,995515,DRREDDY,Pharma
