Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Sector
2023-01-02,813.5,819.875,809.2750244140625,814.3499755859375,783.6779174804688,4381378,HDFCBANK,Banking
2023-01-03,811.0999755859375,821.5,811.0999755859375,819.6749877929688,788.8023681640625,8378030,HDFCBANK,Banking
2023-01-04,817.5,822.875,803.5,805.0250244140625,774.7041625976562,10351600,HDFCBANK,Banking
2023-01-05,807.5,809.0250244140625,794.7000122070312,799.8499755859375,769.7240600585938,10941436,HDFCBANK,Banking
2023-01-06,801.0,804.5499877929688,789.0999755859375,797.2000122070312,767.1738891601562,9092462,HDFCBANK,Banking
2023-01-09,798.0,805.7750244140625,795.0,798.75,768.6654663085938,10729340,HDFCBANK,Banking
2023-01-10,800.0,800.0,782.5,784.1500244140625,754.6154174804688,16371766,HDFCBANK,Banking
2023-01-11,783.9749755859375,799.0,780.0,795.4500122070312,765.48974609375,15195798,HDFCBANK,Banking
2023-01-12,793.9000244140625,801.9500122070312,792.0750122070312,799.7000122070312,769.5796508789062,9250070,HDFCBANK,Banking
2023-01-13,799.375,804.9500122070312,793.0,800.3250122070312,770.1812133789062,9244546,HDFCBANK,Banking
2023-01-16,807.5,810.6500244140625,790.1500244140625,792.6500244140625,762.7952270507812,14748094,HDFCBANK,Banking
2023-01-17,794.9000244140625,805.5,788.75,804.4500122070312,774.1508178710938,10786354,HDFCBANK,Banking
2023-01-18,802.5,820.7999877929688,799.8499755859375,818.6500244140625,787.8159790039062,19090642,HDFCBANK,Banking
2023-01-19,818.5,825.0,816.5,822.0499877929688,791.087890625,11172162,HDFCBANK,Banking
2023-01-20,822.0499877929688,834.5,821.7000122070312,830.4749755859375,799.195556640625,18843404,HDFCBANK,Banking
2023-01-23,833.125,841.2999877929688,830.7000122070312,836.5499877929688,805.041748046875,15444400,HDFCBANK,Banking
2023-01-24,837.5250244140625,851.2000122070312,837.5,847.75,815.8198852539062,24983940,HDFCBANK,Banking
2023-01-25,845.7000122070312,846.4749755859375,822.6500244140625,824.3250122070312,793.2772216796875,14704142,HDFCBANK,Banking
2023-01-27,816.0,818.5,794.9749755859375,807.9000244140625,777.4708862304688,35179948,HDFCBANK,Banking
2023-01-30,797.5,812.6500244140625,791.0,807.0750122070312,776.6769409179688,18512822,HDFCBANK,Banking
2023-01-31,809.8499755859375,811.3499755859375,797.5,801.75,771.552490234375,18596244,HDFCBANK,Banking
2023-02-01,812.0,832.5,803.0,813.7750244140625,783.1245727539062,17302790,HDFCBANK,Banking
2023-02-02,804.0499877929688,812.25,794.375,801.6749877929688,771.4802856445312,17497106,HDFCBANK,Banking
2023-02-03,805.5,830.25,803.5,829.4000244140625,798.1611328125,14411100,HDFCBANK,Banking
2023-02-06,830.0,834.7000122070312,823.0999755859375,825.875,794.7688598632812,11167672,HDFCBANK,Banking
2023-02-07,829.7000122070312,832.4500122070312,816.2999877929688,827.0999755859375,795.9476318359375,10264588,HDFCBANK,Banking
2023-02-08,827.125,834.0999755859375,825.0,827.0,795.8515014648438,8444826,HDFCBANK,Banking
2023-02-09,830.0,830.8250122070312,817.7750244140625,825.2750244140625,794.1914672851562,11777336,HDFCBANK,Banking
2023-02-10,824.4000244140625,829.25,821.0999755859375,828.5499877929688,797.3430786132812,8172116,HDFCBANK,Banking
2023-02-13,827.5,830.875,822.2750244140625,829.1749877929688,797.9445190429688,5736944,HDFCBANK,Banking
2023-02-14,832.5,838.75,828.9749755859375,836.8499755859375,805.3305053710938,10908592,HDFCBANK,Banking
2023-02-15,839.0,839.0,828.375,835.1500244140625,803.694580078125,11438712,HDFCBANK,Banking
2023-02-16,836.5999755859375,840.9500122070312,830.5,832.125,800.783447265625,8062500,HDFCBANK,Banking
2023-02-17,830.5,834.0750122070312,821.4749755859375,827.9500122070312,796.7656860351562,8956270,HDFCBANK,Banking
2023-02-20,830.0,834.7249755859375,817.4000244140625,820.1749877929688,789.2835083007812,8086706,HDFCBANK,Banking
2023-02-21,820.0,831.1749877929688,817.0,823.25,792.2427368164062,12389296,HDFCBANK,Banking
2023-02-22,819.5,820.9749755859375,804.5250244140625,807.0999755859375,776.7009887695312,10359102,HDFCBANK,Banking
2023-02-23,806.5,809.4249877929688,796.0499877929688,801.625,771.4321899414062,27882010,HDFCBANK,Banking
