Date,APOLLOHOSP,AXISBANK,CIPLA,DIVISLAB,DRREDDY,HCLTECH,HDFCBANK,ICICIBANK,INFY,KOTAKBANK,NIFTY50,SBIN,SUNPHARMA,TCS,TECHM,WIPRO
2023-01-02,4411.58154296875,939.112060546875,1042.2684326171875,3310.15478515625,830.2246704101562,918.4269409179688,783.6779174804688,880.6473999023438,1397.7020263671875,363.890869140625,18197.44921875,578.9995727539062,962.101318359375,2932.7939453125,920.3868408203125,183.37893676757812
2023-01-03,4447.78076171875,959.7574462890625,1047.0859375,3330.1279296875,830.8715209960938,920.1058959960938,788.8023681640625,879.5739135742188,1396.3724365234375,365.4460754394531,18232.55078125,579.188720703125,973.7777099609375,2977.66552734375,933.424560546875,185.24513244628906
2023-01-04,4390.73388671875,954.9202880859375,1038.3270263671875,3371.8896484375,833.8414916992188,915.9088134765625,774.7041625976562,877.3782958984375,1370.9219970703125,363.0334777832031,18042.94921875,572.3790893554688,968.9526977539062,2980.6328125,930.2334594726562,181.8159942626953
2023-01-05,4386.52490234375,947.0410766601562,1059.202392578125,3397.7021484375,842.4671020507812,922.5355834960938,769.7240600585938,857.9102783203125,1352.9462890625,362.9437561035156,17992.150390625,572.2845458984375,980.6292724609375,2977.440673828125,922.3470458984375,180.50962829589844
2023-01-06,4345.32470703125,937.4166870117188,1047.5238037109375,3371.25146484375,837.4191284179688,912.5513916015625,767.1738891601562,849.078857421875,1328.4591064453125,356.2643127441406,17859.44921875,568.0759887695312,973.3917846679688,2887.92236328125,899.09814453125,178.22352600097656
2023-01-09,4365.3798828125,956.2168579101562,1058.3265380859375,3395.3955078125,849.6224365234375,943.1669311523438,768.6654663085938,852.2503662109375,1361.4296875,361.2689514160156,18101.19921875,574.7435913085938,981.2564697265625,2985.399169921875,925.62939453125,182.7957305908203
2023-01-10,4423.763671875,949.63427734375,1049.810791015625,3436.960693359375,840.741943359375,939.9862060546875,754.6154174804688,840.540283203125,1347.947998046875,358.0089111328125,17914.150390625,562.8742065429688,976.4315185546875,2955.229736328125,914.1416015625,183.37893676757812
2023-01-11,4318.73193359375,947.2406005859375,1019.5437622070312,3348.23583984375,835.4882202148438,931.9898681640625,765.48974609375,845.3706665039062,1349.3236083984375,359.2651062011719,17895.69921875,564.3401489257812,992.0162353515625,2993.26708984375,917.514892578125,183.75218200683594
2023-01-12,4317.890625,933.078125,1032.7310791015625,3244.052978515625,845.0352172851562,946.8779907226562,769.5796508789062,839.8572387695312,1357.898681640625,354.80877685546875,17858.19921875,562.6377563476562,996.6964111328125,2998.34765625,913.138671875,184.05545043945312
2023-01-13,4293.92236328125,931.6818237304688,1039.1541748046875,3289.59326171875,846.9564208984375,952.3118896484375,770.1812133789062,852.3479614257812,1379.0384521484375,354.9682922363281,17956.599609375,567.5556640625,995.4901733398438,3034.4970703125,914.5974731445312,183.77549743652344
2023-01-16,4253.41552734375,910.7373046875,1031.222412109375,3271.435791015625,848.06396484375,966.360595703125,762.7952270507812,844.3461303710938,1399.0777587890625,355.8655090332031,17894.849609375,570.2984619140625,999.2055053710938,3066.225341796875,943.1343994140625,185.9683074951172
2023-01-17,4281.3447265625,915.2752685546875,1040.468017578125,3285.372802734375,853.10205078125,981.6906127929688,774.1508178710938,844.24853515625,1411.9176025390625,358.42767333984375,18053.30078125,560.79345703125,996.5515747070312,3107.01318359375,953.71044921875,184.9185791015625
2023-01-18,4298.130859375,921.55859375,1034.9205322265625,3325.711181640625,855.5721435546875,985.3133544921875,787.8159790039062,848.493408203125,1417.32861328125,358.7167663574219,18165.349609375,559.3748779296875,1003.6928100585938,3117.68115234375,955.807373046875,188.1144561767578
2023-01-19,4276.689453125,926.2462768554688,1036.331787109375,3319.33154296875,849.2695922851562,990.8856811523438,791.087890625,845.224365234375,1411.3673095703125,352.3762512207031,18107.849609375,557.861572265625,1004.1270751953125,3102.138916015625,960.3206176757812,188.207763671875
2023-01-20,4244.10498046875,928.0913696289062,1025.237060546875,3281.201416015625,852.8766479492188,987.6759033203125,799.195556640625,849.3228149414062,1399.123779296875,351.4989318847656,18027.650390625,560.0841674804688,994.2839965820312,3092.94189453125,954.1207885742188,188.09112548828125
2023-01-23,4293.82373046875,930.2357177734375,1034.0933837890625,3322.962890625,850.377197265625,999.6229858398438,805.041748046875,850.6402587890625,1419.71337890625,355.65618896484375,18118.55078125,567.8867797851562,1012.5707397460938,3140.580810546875,971.26123046875,189.88735961914062
2023-01-24,4263.666015625,907.795166015625,1033.7042236328125,3293.862548828125,833.6944580078125,1014.4673461914062,815.8198852539062,849.7131958007812,1423.2899169921875,350.9705505371094,18118.30078125,562.1175537109375,1004.271484375,3160.261962890625,976.0933837890625,190.16798400878906
2023-01-25,4183.791015625,889.9922485351562,1007.5245971679688,3273.8896484375,823.5397338867188,1001.0047607421875,793.2772216796875,834.6364135742188,1415.127685546875,348.8869934082031,17891.94921875,537.8585815429688,1003.6444091796875,3154.23779296875,958.3602294921875,187.8060760498047
2023-01-27,4203.3994140625,871.44140625,1019.203125,3324.6806640625,845.7017211914062,994.6299438476562,777.4708862304688,797.4569091796875,1393.2542724609375,341.56951904296875,17604.349609375,510.6677551269531,1006.8771362304688,3137.0400390625,939.16845703125,186.16912841796875
2023-01-30,4197.0126953125,869.54638671875,1006.6973876953125,3304.020751953125,848.6030883789062,1011.70361328125,776.6769409179688,803.604736328125,1411.275634765625,344.1914367675781,17648.94921875,509.0126647949219,1014.8865356445312,3157.824951171875,944.6387329101562,188.1334686279297
2023-01-31,4215.03662109375,869.2970581054688,990.6878662109375,3253.86767578125,847.6915283203125,1000.5145263671875,771.552490234375,811.8017578125,1406.644287109375,345.1385498046875,17662.150390625,523.48291015625,998.2886352539062,3088.895263671875,925.4013671875,186.5432891845703
2023-02-01,4221.72216796875,854.9849853515625,1004.4102783203125,3294.64794921875,853.0531005859375,1009.341064453125,783.1245727539062,827.4640502929688,1422.5562744140625,347.8701477050781,17616.30078125,498.75103759765625,979.374755859375,3134.55712890625,933.3790283203125,188.20362854003906
2023-02-02,4190.87109375,866.1554565429688,997.841064453125,3206.46240234375,856.6994018554688,1024.9432373046875,771.4802856445312,837.1736450195312,1452.50048828125,351.2696533203125,17610.400390625,499.4603271484375,972.330322265625,3182.42578125,926.90576171875,191.50094604492188
2023-02-03,4210.77880859375,880.2680053710938,994.92138671875,2830.9033203125,854.3959350585938,1021.8673706054688,798.1611328125,842.9310302734375,1466.853515625,354.9682922363281,17854.05078125,514.6873168945312,992.1610107421875,3202.56640625,922.0280151367188,190.7760009765625
2023-02-06,4279.2158203125,880.3179321289062,1002.2205200195312,2726.523681640625,852.6708374023438,1021.46630859375,794.7688598632812,833.0751342773438,1439.7523193359375,348.3287048339844,17764.599609375,515.8222045898438,987.5289916992188,3182.011474609375,916.6031494140625,189.25595092773438
2023-02-07,4274.1640625,876.7772216796875,1003.680419921875,2699.876953125,870.4513549804688,1005.9085693359375,795.9476318359375,832.1480712890625,1432.9197998046875,353.9913024902344,17721.5,517.429931640625,971.17236328125,3193.60009765625,913.9591674804688,187.3149871826172
2023-02-08,4349.087890625,869.4467163085938,1011.2714233398438,2747.183837890625,879.7728881835938,1020.842041015625,795.8515014648438,838.3446044921875,1458.6912841796875,352.01739501953125,17871.69921875,519.936279296875,984.880859375,3237.329833984375,921.800048828125,190.23812866210938
2023-02-09,4347.15673828125,865.4074096679688,994.142822265625,2770.837158203125,879.714111328125,1022.0457153320312,794.1914672851562,840.0035400390625,1482.9949951171875,353.09405517578125,17893.44921875,520.9292602539062,978.8529663085938,3256.412841796875,926.3130493164062,190.96307373046875
2023-02-10,4373.84765625,864.9586181640625,1005.5294189453125,2759.15771484375,882.0861206054688,994.6748046875,797.3430786132812,833.221435546875,1475.2452392578125,353.3233947753906,17856.5,523.0573120117188,978.6585693359375,3253.3779296875,927.5439453125,189.7938232421875
2023-02-13,4316.80126953125,856.8301391601562,994.5807495117188,2721.812744140625,887.0066528320312,992.3121948242188,797.9445190429688,830.0987548828125,1437.5513916015625,353.67230224609375,17770.900390625,508.3505859375,987.0684204101562,3202.658203125,914.0047607421875,187.3617706298828
2023-02-14,4227.86279296875,868.4493408203125,1000.809326171875,2739.9208984375,889.6923217773438,1003.4119873046875,805.3305053710938,844.3948974609375,1461.2132568359375,352.9844055175781,17929.849609375,511.5189514160156,978.8043823242188,3218.936767578125,922.711669921875,189.4664306640625
2023-02-15,4444.81005859375,866.0057983398438,1003.1937866210938,2770.24853515625,886.0558471679688,1010.0543212890625,803.694580078125,849.761962890625,1464.6981201171875,356.005126953125,18015.849609375,512.843017578125,967.76953125,3237.835693359375,976.8226928710938,190.54214477539062
2023-02-16,4598.5693359375,862.4652099609375,1007.767822265625,2823.296875,885.947998046875,1005.8192138671875,800.783447265625,848.4446411132812,1469.0546875,356.49359130859375,18035.849609375,510.8095703125,967.5263671875,3272.2314453125,1030.4779052734375,191.71139526367188
2023-02-17,4570.392578125,852.6412353515625,998.2789306640625,2777.364013671875,884.1935424804688,989.2362060546875,796.7656860351562,841.8088989257812,1452.5462646484375,350.7712097167969,17944.19921875,502.2031555175781,957.1719970703125,3219.902099609375,1029.5203857421875,190.02764892578125
2023-02-20,4566.33251953125,844.5126953125,938.1827392578125,2846.85205078125,877.2244262695312,994.71923828125,789.2835083007812,831.5137329101562,1460.4793701171875,346.3946533203125,17844.599609375,496.6704406738281,957.0747680664062,3207.165283203125,1043.1962890625,190.37844848632812
2023-02-21,4458.82373046875,841.8198852539062,940.0805053710938,2864.5185546875,879.4494018554688,985.3577880859375,792.2427368164062,833.5631103515625,1448.602783203125,344.9790344238281,17826.69921875,495.06256103515625,944.630126953125,3173.781005859375,1034.3070068359375,188.36734008789062
2023-02-22,4406.3828125,831.1481323242188,936.7715454101562,2866.432373046875,877.596923828125,974.1240234375,776.7009887695312,818.9741821289062,1432.36962890625,339.0672302246094,17554.30078125,488.3475646972656,941.664794921875,3128.303466796875,1026.329345703125,184.8127899169922
2023-02-23,4405.3427734375,842.1190795898438,934.581787109375,2819.959716796875,872.2842407226562,975.6845092773438,771.4321899414062,819.462158203125,1422.189453125,340.3831481933594,17511.25,492.74542236328125,945.505126953125,3139.569091796875,1029.15576171875,184.2515411376953
2023-02-24,4433.70654296875,849.1505126953125,936.0416259765625,2861.181396484375,880.4197387695312,976.1301879882812,764.5514526367188,819.413330078125,1422.1435546875,338.419189453125,17465.80078125,492.7926940917969,943.5606689453125,3127.291748046875,1020.220947265625,183.94752502441406
