Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Sector
2023-01-02,894.0,907.0,894.0,902.4500122070312,880.6473999023438,4315403,ICICIBANK,Banking
2023-01-03,898.5,905.9500122070312,896.75,901.3499755859375,879.5739135742188,5846855,ICICIBANK,Banking
2023-01-04,899.0,907.9000244140625,894.7999877929688,899.0999755859375,877.3782958984375,12454582,ICICIBANK,Banking
2023-01-05,900.9000244140625,903.0,872.0,879.1500244140625,857.9102783203125,16547196,ICICIBANK,Banking
2023-01-06,878.9500122070312,878.9500122070312,860.5,870.0999755859375,849.078857421875,14804613,ICICIBANK,Banking
2023-01-09,874.25,878.75,862.2999877929688,873.3499755859375,852.2503662109375,16811853,ICICIBANK,Banking
2023-01-10,875.4000244140625,878.4000244140625,856.5999755859375,861.3499755859375,840.540283203125,13470142,ICICIBANK,Banking
2023-01-11,862.9000244140625,870.8499755859375,854.8499755859375,866.2999877929688,845.3706665039062,15558460,ICICIBANK,Banking
2023-01-12,865.5,869.3499755859375,854.9500122070312,860.6500244140625,839.8572387695312,16659001,ICICIBANK,Banking
2023-01-13,864.7000122070312,874.9000244140625,858.2999877929688,873.4500122070312,852.3479614257812,11223103,ICICIBANK,Banking
2023-01-16,877.25,877.4500122070312,861.0499877929688,865.25,844.3461303710938,8319812,ICICIBANK,Banking
2023-01-17,866.9500122070312,867.9500122070312,858.0999755859375,865.1500244140625,844.24853515625,12624859,ICICIBANK,Banking
2023-01-18,864.4500122070312,872.0,858.6500244140625,869.5,848.493408203125,11313898,ICICIBANK,Banking
2023-01-19,868.0,870.5499877929688,862.0,866.1500244140625,845.224365234375,6694679,ICICIBANK,Banking
2023-01-20,873.5,876.5,865.5499877929688,870.3499755859375,849.3228149414062,8127162,ICICIBANK,Banking
2023-01-23,882.0,883.2999877929688,864.5999755859375,871.7000122070312,850.6402587890625,16882379,ICICIBANK,Banking
2023-01-24,879.0,881.7000122070312,868.0,870.75,849.7131958007812,11504090,ICICIBANK,Banking
2023-01-25,873.2999877929688,876.7999877929688,848.0,855.2999877929688,834.6364135742188,14918485,ICICIBANK,Banking
2023-01-27,839.1500244140625,843.0,813.0999755859375,817.2000122070312,797.4569091796875,39718683,ICICIBANK,Banking
2023-01-30,800.0,826.25,796.0,823.5,803.604736328125,36301441,ICICIBANK,Banking
2023-01-31,826.0,838.2999877929688,814.0999755859375,831.9000244140625,811.8017578125,27291226,ICICIBANK,Banking
2023-02-01,843.4500122070312,875.2000122070312,823.1500244140625,847.9500122070312,827.4640502929688,39237711,ICICIBANK,Banking
2023-02-02,828.4000244140625,860.5999755859375,826.0999755859375,857.9000244140625,837.1736450195312,16798190,ICICIBANK,Banking
2023-02-03,864.6500244140625,872.6500244140625,852.0999755859375,863.7999877929688,842.9310302734375,14914366,ICICIBANK,Banking
2023-02-06,861.5,867.7999877929688,849.6500244140625,853.7000122070312,833.0751342773438,8463833,ICICIBANK,Banking
2023-02-07,855.0,856.0,847.2000122070312,852.75,832.1480712890625,9337066,ICICIBANK,Banking
2023-02-08,852.5,860.7000122070312,851.9000244140625,859.0999755859375,838.3446044921875,8082983,ICICIBANK,Banking
2023-02-09,858.5,864.9000244140625,851.5999755859375,860.7999877929688,840.0035400390625,6299265,ICICIBANK,Banking
2023-02-10,855.5499877929688,861.9000244140625,852.0,853.8499755859375,833.221435546875,8656405,ICICIBANK,Banking
2023-02-13,853.4000244140625,859.2999877929688,849.3499755859375,850.6500244140625,830.0987548828125,9394365,ICICIBANK,Banking
2023-02-14,853.9000244140625,867.2999877929688,852.0999755859375,865.2999877929688,844.3948974609375,13402934,ICICIBANK,Banking
2023-02-15,866.4000244140625,873.25,860.5999755859375,870.7999877929688,849.761962890625,12070288,ICICIBANK,Banking
2023-02-16,875.9500122070312,877.7999877929688,864.8499755859375,869.4500122070312,848.4446411132812,10715685,ICICIBANK,Banking
2023-02-17,867.5499877929688,867.5499877929688,855.1500244140625,862.6500244140625,841.8088989257812,9990618,ICICIBANK,Banking
2023-02-20,862.6500244140625,866.5499877929688,850.25,852.0999755859375,831.5137329101562,9013430,ICICIBANK,Banking
2023-02-21,854.4000244140625,859.4500122070312,846.8499755859375,854.2000122070312,833.5631103515625,11704445,ICICIBANK,Banking
2023-02-22,851.25,854.0999755859375,834.75,839.25,818.9741821289062,13880984,ICICIBANK,Banking
2023-02-23,836.5499877929688,844.4500122070312,833.5499877929688,839.75,819.462158203125,11743574,ICICIBANK,Banking
2023-02-24,843.9500122070312,845.5999755859375,835.5499877929688,839.7000122070312,819.413330078125,8246139,ICICIBANK,Banking
2023-02-27,833.5499877929688,858.2999877929688,833.5499877929688,856.4000244140625,835.7098999023438,14422574,ICICIBANK,Banking
2023-02-28,854.9000244140625,858.0,850.0,854.8499755859375,834.1973266601562,19600146,ICICIBANK,Banking
2023-03-01,864.0,864.0,851.8499755859375,856.2999877929688,835.6123046875,11015843,ICICIBANK,Banking
2023-03-02,853.0,861.8499755859375,851.0999755859375,854.0,833.3678588867188,12327141,ICICIBANK,Banking
2023-03-03,856.75,873.0,849.8499755859375,868.5499877929688,847.5663452148438,12823098,ICICIBANK,Banking
2023-03-06,871.75,876.8499755859375,865.3499755859375,867.75,846.7857055664062,13904231,ICICIBANK,Banking
2023-03-08,866.6500244140625,873.6500244140625,861.5,872.0999755859375,851.030517578125,16144568,ICICIBANK,Banking
2023-03-09,867.2000122070312,869.7999877929688,854.1500244140625,855.9500122070312,835.270751953125,10624440,ICICIBANK,Banking
2023-03-10,844.7000122070312,845.3499755859375,836.25,842.6500244140625,822.2921142578125,17273189,ICICIBANK,Banking
2023-03-13,841.4500122070312,855.2999877929688,823.9500122070312,828.4000244140625,808.3864135742188,16413159,ICICIBANK,Banking
2023-03-14,827.0,834.4500122070312,818.25,830.3499755859375,810.2891845703125,15456802,ICICIBANK,Banking
2023-03-15,836.4500122070312,843.9500122070312,822.2000122070312,825.9000244140625,805.94677734375,12914488,ICICIBANK,Banking
2023-03-16,829.7000122070312,831.2999877929688,810.2999877929688,823.9000244140625,803.9951171875,14987868,ICICIBANK,Banking
2023-03-17,831.7999877929688,838.4000244140625,818.6500244140625,836.25,816.0466918945312,11104490,ICICIBANK,Banking
2023-03-20,837.0,837.7999877929688,825.0,836.4500122070312,816.2418823242188,14838651,ICICIBANK,Banking
2023-03-21,843.0,854.5,839.0499877929688,852.4000244140625,831.8065185546875,18755854,ICICIBANK,Banking
2023-03-22,857.6500244140625,862.5499877929688,851.0,860.2000122070312,839.4180908203125,17431520,ICICIBANK,Banking
