Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Sector
2023-01-02,1001.4000244140625,1001.4000244140625,987.2000122070312,997.0,962.101318359375,1616012,SUNPHARMA,Pharma
2023-01-03,993.0,1012.7999877929688,988.0,1009.0999755859375,973.7777099609375,1810117,SUNPHARMA,Pharma
2023-01-04,1012.0,1025.9000244140625,1000.75,1004.0999755859375,968.9526977539062,2573870,SUNPHARMA,Pharma
2023-01-05,1009.0999755859375,1021.9000244140625,1008.25,1016.2000122070312,980.6292724609375,2246533,SUNPHARMA,Pharma
2023-01-06,1015.0,1021.7999877929688,1004.0999755859375,1008.7000122070312,973.3917846679688,1773153,SUNPHARMA,Pharma
2023-01-09,1015.0,1023.3499755859375,1010.5,1016.8499755859375,981.2564697265625,1567316,SUNPHARMA,Pharma
2023-01-10,1016.0,1024.0,1010.0499877929688,1011.8499755859375,976.4315185546875,1607654,SUNPHARMA,Pharma
2023-01-11,1012.0,1033.050048828125,1008.3499755859375,1028.0,992.0162353515625,3258157,SUNPHARMA,Pharma
2023-01-12,1031.949951171875,1035.449951171875,1021.1500244140625,1032.8499755859375,996.6964111328125,1641398,SUNPHARMA,Pharma
2023-01-13,1031.1500244140625,1035.0,1020.1500244140625,1031.5999755859375,995.4901733398438,1491367,SUNPHARMA,Pharma
2023-01-16,1031.5999755859375,1039.5,1026.0999755859375,1035.449951171875,999.2055053710938,1437532,SUNPHARMA,Pharma
2023-01-17,1035.449951171875,1036.0,1026.800048828125,1032.699951171875,996.5515747070312,1245848,SUNPHARMA,Pharma
2023-01-18,1032.699951171875,1041.5,1030.1500244140625,1040.0999755859375,1003.6928100585938,1238451,SUNPHARMA,Pharma
2023-01-19,1038.0999755859375,1044.0,1036.0,1040.550048828125,1004.1270751953125,824263,SUNPHARMA,Pharma
2023-01-20,1044.050048828125,1047.5,1016.8499755859375,1030.3499755859375,994.2839965820312,2963571,SUNPHARMA,Pharma
2023-01-23,1035.0,1054.9000244140625,1022.5,1049.300048828125,1012.5707397460938,2106604,SUNPHARMA,Pharma
2023-01-24,1050.0,1050.949951171875,1034.550048828125,1040.699951171875,1004.271484375,2088556,SUNPHARMA,Pharma
2023-01-25,1030.300048828125,1045.6500244140625,1030.300048828125,1040.050048828125,1003.6444091796875,1753333,SUNPHARMA,Pharma
2023-01-27,1044.949951171875,1051.0,1034.0,1043.4000244140625,1006.8771362304688,3448013,SUNPHARMA,Pharma
2023-01-30,1041.949951171875,1072.1500244140625,1040.199951171875,1051.699951171875,1014.8865356445312,3320916,SUNPHARMA,Pharma
2023-01-31,1055.0,1060.300048828125,1026.050048828125,1034.5,998.2886352539062,5265462,SUNPHARMA,Pharma
2023-02-01,1036.449951171875,1043.949951171875,1005.0999755859375,1014.9000244140625,979.374755859375,4717887,SUNPHARMA,Pharma
2023-02-02,1009.9500122070312,1015.7000122070312,993.0,1007.5999755859375,972.330322265625,2117181,SUNPHARMA,Pharma
2023-02-03,1007.0,1032.449951171875,1001.6500244140625,1028.1500244140625,992.1610107421875,2332076,SUNPHARMA,Pharma
2023-02-06,1020.0,1025.949951171875,1012.75,1023.3499755859375,987.5289916992188,1215157,SUNPHARMA,Pharma
