Date,Ticker,Sector,Open,High,Low,Close,Adj Close,Volume
2024-04-04,APOLLOHOSP,Pharma,6425.0,6475.0,6326.39990234375,6440.60009765625,6404.92041015625,547885
2024-04-05,APOLLOHOSP,Pharma,6440.60009765625,6480.0,6381.5498046875,6397.75,6362.3076171875,239001
2024-04-08,APOLLOHOSP,Pharma,6397.75,6397.75,6280.0,6307.75,6272.80712890625,491584
2024-04-09,APOLLOHOSP,Pharma,6347.7998046875,6540.0,6330.9501953125,6505.0498046875,6469.013671875,592624
2024-04-10,APOLLOHOSP,Pharma,6505.0498046875,6515.89990234375,6451.0,6489.85009765625,6453.8974609375,174947
2024-04-12,APOLLOHOSP,Pharma,6450.0,6477.89990234375,6362.7001953125,6406.5498046875,6371.05908203125,450885
2024-04-15,APOLLOHOSP,Pharma,6325.10009765625,6399.10009765625,6283.0,6303.14990234375,6268.23193359375,251305
2024-04-16,APOLLOHOSP,Pharma,6299.9501953125,6347.60009765625,6202.0,6334.75,6299.6572265625,290190
2024-04-18,APOLLOHOSP,Pharma,6306.10009765625,6334.39990234375,6053.2001953125,6074.14990234375,6040.50048828125,518459
2024-04-19,APOLLOHOSP,Pharma,6140.0,6199.0,6050.0,6169.5498046875,6135.37158203125,560178
2024-04-22,APOLLOHOSP,Pharma,6154.5,6258.0,6150.0,6238.5498046875,6203.98974609375,197001
2024-04-23,APOLLOHOSP,Pharma,6241.5,6303.7998046875,6181.0,6194.89990234375,6160.58154296875,217146
2024-04-24,APOLLOHOSP,Pharma,6229.89990234375,6310.5,6186.14990234375,6283.35009765625,6248.5419921875,207837
2024-04-25,APOLLOHOSP,Pharma,6280.0,6402.2001953125,6168.85009765625,6384.10009765625,6348.7333984375,520353
2024-04-26,APOLLOHOSP,Pharma,6380.0,6380.0,6251.0498046875,6258.60009765625,6223.92919921875,261065
2024-04-29,APOLLOHOSP,Pharma,6200.0,6200.0,5733.0,5968.35009765625,5935.287109375,2785015
2024-04-30,APOLLOHOSP,Pharma,6000.0,6023.0,5901.0,5947.10009765625,5914.15478515625,1040838
2024-05-02,APOLLOHOSP,Pharma,5947.10009765625,6000.0,5939.4501953125,5958.5498046875,5925.541015625,572406
2024-05-03,APOLLOHOSP,Pharma,6000.0,6027.7001953125,5960.0498046875,6009.60009765625,5976.30908203125,563849
2024-05-06,APOLLOHOSP,Pharma,6050.0,6086.14990234375,5986.2001953125,6056.7001953125,6023.1474609375,419144
2024-05-07,APOLLOHOSP,Pharma,6080.0,6080.0,5856.39990234375,5900.25,5867.56396484375,455928
2024-05-08,APOLLOHOSP,Pharma,5892.0,5910.0,5812.64990234375,5846.5,5814.1123046875,511587
2024-05-09,APOLLOHOSP,Pharma,5859.89990234375,5892.0,5790.0,5806.39990234375,5774.23388671875,598157
2024-05-10,APOLLOHOSP,Pharma,5819.9501953125,5881.0,5753.25,5842.4501953125,5810.08447265625,372227
2024-05-13,APOLLOHOSP,Pharma,5820.0,5842.39990234375,5790.2001953125,5830.14990234375,5797.85205078125,348407
2024-05-14,APOLLOHOSP,Pharma,5855.0,5894.64990234375,5740.0,5862.7998046875,5830.3212890625,558136
2024-05-15,APOLLOHOSP,Pharma,5869.9501953125,5883.4501953125,5820.0,5848.7998046875,5816.39892578125,509306
2024-05-16,APOLLOHOSP,Pharma,5890.0,5944.5,5850.0,5931.7001953125,5898.83984375,378026
2024-05-17,APOLLOHOSP,Pharma,5925.0,5973.0,5910.10009765625,5953.0498046875,5920.07177734375,267904
2024-05-21,APOLLOHOSP,Pharma,6000.0,6041.89990234375,5920.39990234375,5948.25,5915.29833984375,606639
2024-05-22,APOLLOHOSP,Pharma,5958.60009765625,5958.60009765625,5844.9501953125,5868.14990234375,5835.64208984375,735701
2024-05-23,APOLLOHOSP,Pharma,5878.4501953125,5991.4501953125,5860.60009765625,5970.0498046875,5936.9775390625,308200
2024-05-24,APOLLOHOSP,Pharma,5938.2998046875,5971.85009765625,5867.0,5914.35009765625,5881.5859375,608807
2024-05-27,APOLLOHOSP,Pharma,5950.0,5959.5,5918.0,5939.2998046875,5906.3974609375,189637
2024-05-28,APOLLOHOSP,Pharma,5944.14990234375,5971.4501953125,5880.2998046875,5904.5,5871.79052734375,314362
2024-05-29,APOLLOHOSP,Pharma,5909.89990234375,5945.0,5880.89990234375,5903.4501953125,5870.7470703125,337183
2024-05-30,APOLLOHOSP,Pharma,5900.0,5901.75,5750.0,5766.4501953125,5734.50537109375,643549
2024-05-31,APOLLOHOSP,Pharma,5855.9501953125,5959.35009765625,5743.0,5839.2001953125,5806.8525390625,1382132
2024-06-03,APOLLOHOSP,Pharma,5986.2998046875,6018.14990234375,5812.5498046875,5851.2001953125,5818.7861328125,804820
2024-06-04,APOLLOHOSP,Pharma,5750.35009765625,5963.75,5693.2001953125,5845.7001953125,5813.31640625,642000
2024-06-05,APOLLOHOSP,Pharma,5915.0,5944.75,5776.7998046875,5934.64990234375,5901.7734375,487289
2024-06-06,APOLLOHOSP,Pharma,5970.0,5975.0,5900.0,5962.0,5928.9716796875,490549
2024-06-07,APOLLOHOSP,Pharma,5987.75,6031.0,5965.4501953125,6014.5498046875,5981.23046875,436163
2024-06-10,APOLLOHOSP,Pharma,6040.0,6075.0,5992.0498046875,6056.7001953125,6023.1474609375,443756
2024-06-11,APOLLOHOSP,Pharma,6081.75,6167.25,6059.2001953125,6107.9501953125,6074.11376953125,521348
2024-06-12,APOLLOHOSP,Pharma,6117.2998046875,6188.85009765625,6075.0,6168.60009765625,6134.42724609375,321285
2024-06-13,APOLLOHOSP,Pharma,6207.9501953125,6210.5498046875,6160.0,6206.2001953125,6171.8193359375,401804
2024-06-14,APOLLOHOSP,Pharma,6210.0,6219.9501953125,6175.0,6207.60009765625,6173.21142578125,216573
2024-06-18,APOLLOHOSP,Pharma,6225.0,6249.7998046875,6166.2001953125,6236.35009765625,6201.802734375,267887
2024-06-19,APOLLOHOSP,Pharma,6265.0,6269.0,6128.0498046875,6173.5498046875,6139.349609375,401714
2024-06-20,APOLLOHOSP,Pharma,6165.7001953125,6193.7001953125,6115.75,6175.85009765625,6141.63720703125,252844
2024-06-21,APOLLOHOSP,Pharma,6152.2001953125,6239.10009765625,6145.0,6170.0,6135.81982421875,434583
